"","hazard ratio","5% CI","95% CI","hazard ratio","5% CI","95% CI","hazard ratio","5% CI","95% CI","hazard ratio","5% CI","95% CI","hazard ratio","5% CI","95% CI","hazard ratio","5% CI","95% CI","hazard ratio","5% CI","95% CI","hazard ratio","5% CI","95% CI","hazard ratio","5% CI","95% CI","hazard ratio","5% CI","95% CI","hazard ratio","5% CI","95% CI","hazard ratio","5% CI","95% CI","hazard ratio","5% CI","95% CI","hazard ratio","5% CI","95% CI","hazard ratio","5% CI","95% CI","hazard ratio","5% CI","95% CI","hazard ratio","5% CI","95% CI"
"HR_CI1vs0_lower",0.674985580450672,0.516648594105496,0.868360219132317,0.643392333998816,0.477765685235667,0.818569983101636,NA,NA,NA,0.496032541672453,0.263354540971832,0.805621486549163,NA,NA,NA,1.67267990473934,0.260767419182238,6.69283403222352,2.92790962587306,0.667698463036357,17.1025683599991,38.8557270790411,10.4387227678813,138.673191228274,0.394429619989174,2.0238426050914e-06,1.24445086807482,0.319130897931721,3.23356593364128e-07,1.41171605777028,NA,NA,NA,NA,NA,NA,0.639645305789358,0.444661753377209,0.86933090798081,2.95338136946863,0.838805455310521,10.1953240045186,0.498398355112829,0.324582404565337,0.766677270599443,0.315293436296665,3.08148913796522e-07,1.66315040984461,NA,NA,NA
